,Image_id,Text,label_list,object_list
821,08164.png,"it's not a hijab
it's a diaper for people with
shit for brains
","['Forehead', 'Photo caption', 'Cheek', 'Human', 'Turban', 'Headgear', 'Font', 'Adaptation', 'Photography', 'Abaya']","['Scarf', 'Person', 'Person']"
822,08172.png,"bosses be like
when you coming in?
","['Transport', 'Mode of transport', 'Flood', 'Vehicle', 'Bus', 'Rain', 'Event', 'Adaptation', 'Photography', 'Photo caption']","['Bus', 'Bus', 'Bus']"
823,08173.png,"i may not be a smart man ilhan
but i know what a
jew-hating islamist sounds like
","['Font', 'Photo caption', 'Headgear', 'Turban', 'Room', 'Photography', 'Dastar', 'Smile']","['Person', 'Hat', 'Clothing']"
824,08175.png,"i'm not saying you are a slut
but you'go out with everyone
","['Photography', 'Font', 'Photo caption', 'Album cover', 'Suit']","['Person', 'Suit', 'Tie', 'Glasses']"
825,08176.png,"notice how the
kenyan skidmark
has been silent about
the mueller report?
","['News', 'Spokesperson', 'Photo caption', 'Speech', 'Official', 'Event', 'Job', 'Public speaking', 'Media', 'Veterans day']","['Tie', 'Person']"
826,08196.png,"women can wear what they want
you dont have the right to ban the burka its basic democracy
","['Face', 'Hair', 'Facial expression', 'Eyebrow', 'Skin', 'Head', 'Beauty', 'Smile', 'Forehead', 'Cheek']",['Scarf']
827,08219.png,"i make everyone the way
they are
oh, you're gay? im going to
burn you in hel for eternity
","['Photo caption', 'Sky', 'Beard', 'Photography', 'Facial hair', 'Adaptation', 'Internet meme', 'Thinking']","['Person', 'Person', 'Tie']"
828,08234.png,"a world leader, a supermodel, a mass murderer,
a tranny, satan's daughter, and a peanut farmer walk into a
funeral.
","['People', 'Event', 'Suit', 'Photo caption', 'Audience', 'Choir', 'Crowd', 'Government', 'Formal wear', 'Official']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
829,08241.png,"when people are still talking
about epstein's pedo ring after
3 mass shootings in a week
you're going to
meed a bigger
","['Boat', 'Vehicle', 'Sail', 'Sailing', 'Sailboat', 'Photo caption', 'Watercraft', 'Crew', 'Team', 'Personal protective equipment']","['Hat', 'Person', 'Person', 'Scarf', 'Person', 'Hat', 'Glasses', 'Hat']"
830,08243.png,"damn
i need some shades
","['Clothing', 'Knit cap', 'Cap', 'Headgear', 'Beanie', 'Crochet', 'Bonnet', 'Photo caption', 'Magazine', 'Fashion accessory']","['Hat', 'Person', 'Person', 'Clothing']"
831,08251.png,"the name's todd.
retodd
","['Text', 'Chin', 'Forehead', 'Font', 'Photo caption', 'Photography', 'Technology', 'Smile', 'Jaw', 'Media']","['Person', 'Clothing']"
832,08254.png,"we've been saved!
trom what?
critical thinking?
","['People', 'Product', 'Photo caption', 'Event', 'Photography', 'Font', 'Media', 'Gesture', 'Music artist', 'Internet meme']","['Person', 'Jeans', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Tie', 'Belt']"
833,08259.png,"old yearbook photo
of a cute child
","['Product', 'Child', 'Toddler', 'Photo caption', 'Smile', 'Fun', 'Font', 'Auto part', 'Happy', 'Photography']","['Person', 'Shirt', 'Racket', 'Sunglasses', 'Top']"
834,08261.png,"life is like belgium
some times you just have to
march through it
","['Poster', 'Headgear', 'Costume hat', 'Cap']","['Hat', 'Person', 'Clothing']"
835,08267.png,"uncle daddy says that
ihave to wash my pussy
COS mummy says my brothers cock tastes different
","['Photo caption', 'Font', 'Adaptation', 'Happy', 'Photography', 'Love', 'Gesture']","['Person', 'Top', 'Person', 'Skirt', 'Overall', 'Top']"
836,08275.png,"the pimp hand strong enough
for man but made for teaching
","['Photo caption', 'Friendship', 'Happy', 'Photography', 'Fun', 'Smile', 'Font', 'Adaptation', 'Romance', 'Media']","['Person', 'Person', 'Clothing', 'Person', 'Top']"
837,08276.png,"it's hard
but it's worth-it-
","['Photo caption', 'Friendship', 'Happy', 'Fun', 'Love', 'Photography', 'Organism', 'Leisure', 'Play', 'Walking']","['Person', 'Shorts', 'Pants', 'Person', 'Top', 'Top', 'Belt']"
838,08291.png,"white people is this a shooting range
","['Community', 'Child', 'Fun', 'Adaptation', 'Meal', 'Photo caption', 'Junk food', 'Play', 'Eating', 'Leisure']","['Person', 'Person', 'Person', 'Person', 'Luggage & bags', 'Shoe', 'Shoe', 'Person', 'Food', 'Footwear']"
839,08294.png,"what are you doing there? you're a cat, not a jew
","['Cat', 'Felidae', 'Small to medium-sized cats', 'Animal shelter', 'Kitten']",['Cat']
840,08295.png,"please
consider donating
water to children in need
","['Photo caption', 'Nose', 'Mouth', 'Adaptation', 'Human', 'Muscle', 'Photography', 'Hand', 'Neck', 'Chest']",['Person']
841,08297.png,"ahmed?
i'm pregnant!
","['Text', 'Photo caption', 'Font', 'Photography', 'Technology', 'Smile', 'Selfie']","['Person', 'Scarf']"
842,08317.png,"a head diaper
is required
when you have
shit for brains
","['Internet meme', 'Photo caption', 'Adaptation', 'Smile', 'Photography']","['Person', 'Clothing', 'Tie', 'Person', 'Hat']"
843,08345.png,"this sunday.
don't forget to set your clock
forward one hour
","['Text', 'Forehead', 'Adaptation', 'Photo caption', 'Child', 'Room', 'Photography', 'Smile']","['Person', 'Person', 'Person', 'Clothing']"
844,08349.png,"honor killings are
part of our culture
well'then, it will be my
honor to kill yõu all
","['Facial expression', 'Internet meme', 'Photo caption', 'Forehead', 'Media', 'Muscle', 'Photography', 'Movie']","['Person', 'Person', 'Person', 'Clothing', 'Clothing']"
845,08357.png,"nazi soldiers used flame throwers
to cleár trenches
",['Photo caption'],"['Helmet', 'Person', 'Clothing']"
846,08367.png,"you may kiss the bride
","['Romance', 'Friendship', 'Interaction', 'Photo caption', 'Love', 'Photography', 'Happy', 'Smile', 'Dress', 'Gesture']","['Person', 'Person', 'Person']"
847,08369.png,"and just like that
fox news and trump stopped
caring about the caravan
","['Eyewear', 'Photo caption', 'Forehead', 'Glasses', 'Photography', 'Font', 'Internet meme', 'Vision care']","['Glasses', 'Person', 'Suit']"
848,08372.png,"wave hello
0000
20000
make someone smile
00
","['Facial expression', 'Child', 'Photo caption', 'Smile', 'Adaptation', 'Happy', 'Finger', 'Gesture', 'Photography', 'Thumb']","['Person', 'Person', 'Clothing']"
849,08375.png,"H RESTAHRA
rashida tlaib in
tradifional
palestinian garb""
","['Photo caption', 'Surgeon']","['Hat', 'Person', 'Packaged goods', 'Packaged goods', 'Hat', 'Packaged goods']"
850,08376.png,"debris from todays tornadoes
0opS nevermind..
that's just a picture
from the snake pit
at the indy 500
","['Waste', 'Scrap', 'Litter', 'Pollution', 'Earthquake', 'Plastic']","['Car', 'Car']"
851,08395.png,"my dad is the best at
hide and seek
he's been gone for 15 years
","['Photo caption', 'Sitting', 'Human', 'Neck', 'Muscle', 'Adaptation', 'Room', 'Furniture', 'Photography', 'Happy']","['Jeans', 'Person', 'Top']"
852,08415.png,"all people should be protected
POL
POLE
by those in blue
","['Transport', 'Vehicle', 'Soldier', 'Games', 'Photo caption', 'Headgear', 'Military', 'Photography', 'Car', 'Action figure']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Tire', 'Helmet']"
853,08423.png,"true love is an emotion
","['Romance', 'Interaction', 'Love', 'Photo caption', 'Fun', 'Adaptation', 'Room', 'Photography', 'Conversation', 'Happy']","['Person', 'Necklace', 'Luggage & bags', 'Clothing']"
854,08439.png,"started playing hide
and seek with dad
been looking for
him for 25 years
","['Facial expression', 'Forehead', 'Text', 'Hairstyle', 'Smile', 'Font', 'Photo caption', 'Cool', 'Photography', 'Adaptation']","['Person', 'Top']"
855,08451.png,"when you ask a jewish girl for her
number and she starts rolling her
sleeve
","['People', 'Team', 'History']","['Person', 'Person', 'Clothing', 'Person', 'Clothing', 'Person', 'Person', 'Clothing', 'Clothing', 'Clothing']"
856,08452.png,"i don't know who gave my child a
whistle
but i willfind you and i will kill
you
","['Facial expression', 'Forehead', 'Nose', 'Photo caption', 'Chin', 'Internet meme', 'Human', 'Pleased', 'Photography', 'Media']","['Person', 'Microphone', 'Shirt']"
857,08462.png,"i ill not let america
turn into another
nation of islam !!
","['Photo caption', 'Font', 'Adaptation']","['Person', 'Hat']"
858,08469.png,"trump supporters be like
mexicans stole my teeth
","['Product', 'Forehead', 'Skin', 'Photo caption', 'Learning', 'Job', 'Mouth', 'Health care', 'Service', 'Ear']","['Person', 'Person', 'Packaged goods']"
859,08471.png,"they have sex with goals
wipe their asses with their hands
and drink camel piss
butim the unclean one!
","['Photo caption', 'Photography']",['Animal']
860,08476.png,"classic anne frank
photo
","['Hair', 'Face', 'Eyebrow', 'Nose', 'Forehead', 'Chin', 'Smile', 'Lip', 'Photo caption', 'Happy']","['Person', 'Clothing']"
861,08495.png,"mein feelings have been hurt
","['Forehead', 'Moustache', 'Smile']","['Hat', 'Person', 'Hat']"
862,08516.png,"smirked at an adult
media coverage: 30 days
shot up a school media coverage: 2 days
","['Hair', 'Child', 'Facial expression', 'People', 'Nose', 'Product', 'Photo caption', 'Skin', 'Chin', 'Toddler']","['Person', 'Person', 'Top', 'Clothing']"
863,08517.png,"when the weekends finally here
","['Conversation', 'Fun', 'Interaction', 'Design', 'Gesture', 'Font', 'Photography', 'White-collar worker', 'Jaw', 'Facial hair']","['Person', 'Person', 'Shirt', 'Outerwear']"
864,08523.png,"cute
kid
getting ready
to start
ner life
too bad shes already fkn' dead
raped and murdered by
an illegal immigrant
","['Guitar', 'String instrument', 'Guitarist', 'Musical instrument', 'Plucked string instruments', 'Guitar accessory', 'Musician', 'Font', 'String instrument accessory', 'Photo caption']","['Person', 'Guitar', 'Person']"
865,08524.png,"yellow black red and normal
","['People', 'Social group', 'Facial expression', 'Fun', 'Friendship', 'Family taking photos together', 'Smile', 'Youth', 'Community', 'Happy']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Top', 'Clothing', 'Person']"
866,08531.png,"this one's called
dirty deeds done with sheep
","['Goats', 'Adaptation', 'Photo caption', 'Organism', 'Sheep', 'Snout', 'Livestock', 'Photography', 'Cow-goat family', 'Goat']",['Animal']
867,08534.png,"if you don't believe in god
you're going to suffer and
burn for all eternity in hell
child abuse it isn't necessarily physial
","['Text', 'Photo caption', 'Font', 'Photography', 'Adaptation', 'Organism', 'Conversation', 'Black-and-white', 'Gesture']","['Clothing', 'Person', 'Clothing', 'Person', 'Person', 'Person', 'Glasses']"
868,08537.png,"allah is watching you!
","['Nose', 'Photo caption', 'Head', 'Snout', 'Cheek', 'Forehead', 'Mouth', 'Human', 'Organism', 'Cool']","['Animal', 'Clothing']"
869,08541.png,"when your test comes back
and you got a 47 out of 46
","['Photo caption', 'Photography', 'Internet meme', 'Fun', 'Font', 'Gesture']","['Glasses', 'Person', 'Hat', 'Top']"
870,08546.png,"im not saying you are a slut
but you are easier than poland
","['Album cover', 'Photography', 'Font', 'Photo caption', 'Suit']","['Person', 'Suit', 'Tie', 'Glasses']"
871,08563.png,"the terrible actions
Acfes Laind bleibt cwóa deuijch
SACO
HASI48764
this all began with of one man doing a terrible job for mankind
","['Land vehicle', 'Vehicle', 'Car', 'Vintage car', 'Motor vehicle', 'Classic car', 'Classic', 'Antique car', 'Coupé', 'Convertible']","['Wheel', 'Person', 'Person', 'Person', 'Car', 'Person', 'Person', 'Person', 'Person', 'Wheel']"
872,08564.png,"when your dishwasher is
broken
11
so you take it back to
walmart to geta new one
","['Text', 'Photo caption', 'Hand', 'Font', 'Photography', 'Finger', 'Gesture']","['Packaged goods', 'Packaged goods', 'Person', 'Packaged goods']"
873,08567.png,"to see better, asians sometime switch to fullscreen veiw
","['Face', 'Facial expression', 'Eyebrow', 'Head', 'Beauty', 'Nose', 'Forehead', 'Black-and-white', 'Cheek', 'Smile']","['Person', 'Clothing']"
874,08569.png,"weekend friendship brunch date
","['Human', 'Photo caption', 'Adaptation', 'Photography', 'Conversation']","['Scarf', 'Person', 'Scarf', 'Person', 'Pants', 'Pants', 'Luggage & bags', 'Luggage & bags', 'Top']"
875,08571.png,"asian drivers test
had an accident
","['Vehicle', 'Car', 'Automotive design', 'Leg', 'Sitting', 'Mid-size car', 'Photography', 'Photo shoot', 'Dress', 'Family car']","['Tire', 'Person', 'Shoe', 'Outerwear', 'Hat', 'Car', 'Tire']"
876,08591.png,"teacher of the year
पाक्पायन
for black community
","['People', 'Community', 'Poster', 'Youth', 'Photo caption', 'Tourism', 'Event', 'Photography', 'Recreation', 'Travel']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']"
877,08593.png,"18 years later
","['Horse', 'Friendship', 'Horse supplies', 'Outerwear', 'Shoulder', 'Joint', 'Mare', 'Landscape', 'Stock photography', 'Pony']","['Horse', 'Person', 'Person', 'Top', 'Dress']"
878,08597.png,"now, you're telling me you were so
ingrained with white trash dna,
your facial hair actually grows in
on its own all white trashy like
that?
","['Vehicle', 'Font', 'Photo caption', 'Car', 'Photography', 'Advertising']","['Jeans', 'Person', 'Top', 'Car', 'Window']"
879,08613.png,"on my wayto run
over w'men and minorities
","['Dog', 'Vehicle door', 'Canidae', 'Dog breed', 'Photo caption', 'Automotive exterior', 'Carnivore', 'Sporting Group', 'Auto part', 'Windshield']",['Dog']
880,08617.png,"history teacher: 6 million jews died during wwii
me:
","['Animated cartoon', 'Cartoon', 'Yellow', 'Animation', 'Toy', 'Smile', 'Font', 'Finger', 'Smiley', 'Photo caption']","['Packaged goods', 'Toy']"
881,08621.png,"thats fucked up,
but i like it
","['Suit', 'Forehead', 'Formal wear', 'Tuxedo', 'Chin', 'Photo caption', 'Tie', 'White-collar worker', 'Photography', 'Facial hair']","['Bowtie', 'Person', 'Tie']"
882,08624.png,"i saw a little jewish boy playing with
an ash tray while walking down the
road today
i asked him it he was looking
for his grandparents
did jew nazi that this israeli
funny?
","['Terrestrial animal', 'Wildlife', 'Tiger', 'Bengal tiger', 'Mammal', 'Siberian tiger', 'Felidae', 'Nature', 'Vegetation', 'Whiskers']",['Tiger']
883,08627.png,"always love your mother
even if she's batshit crazy
","['Photo caption', 'Junk food', 'Photography', 'Humour', 'Internet meme', 'Gesture', 'Happy']","['Person', 'Knife']"
884,08632.png,"""why do you have to punch a hole
in the wall when you get upset?""
white guys
it defines who iam
","['Text', 'Photo caption', 'Interaction', 'Font', 'Adaptation', 'Romance', 'Fun', 'Love', 'Photography', 'Kiss']","['Person', 'Person', 'Shirt', 'Clothing', 'Clothing', 'Hat']"
885,08637.png,"islam: how many more are
we going to have to murder..
.before the world realizes
that we are the religion of peace?
","['People', 'Internet meme', 'Crowd', 'Photo caption', 'Event', 'Font', 'Photography', 'Media', 'Audience']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Glasses']"
886,08641.png,"caitlyn jenner
is kylie jenners transexual
biological father
","['Clothing', 'Red', 'Dress', 'Fashion', 'Shoulder', 'Neck', 'Orange', 'Cocktail dress', 'Sleeve', 'Photography']",['Person']
887,08645.png,"NAL BOARD
IE
some people say reliyion
is a labor of love
","['Moustache', 'Chin', 'Facial hair', 'Human', 'Photo caption', 'Photography', 'White-collar worker', 'Beard', 'Suit']","['Tie', 'Hat', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Hat', 'Luggage & bags']"
888,08649.png,"love in the world comes in many forms
","['People', 'Friendship', 'Fun', 'Happy', 'Photo caption', 'Footwear', 'Gesture', 'Leisure', 'Grass', 'Font']","['Shorts', 'Shorts', 'Shirt', 'Person', 'Person', 'Person', 'Person', 'Shirt', 'Dress', 'Top']"
889,08652.png,"how we see muslims
how muslims see us
","['Outerwear', 'Fashion', 'Photography', 'Poster', 'Sleeve', 'Photo caption', 'Jacket', 'T-shirt']","['Person', 'Person', 'Person', 'Person', 'Top']"
890,08653.png,"a smile to bring joylin anyone's day
","['Smile', 'Font', 'Technology', 'Photo caption', 'Photography']","['Person', 'Clothing']"
891,08654.png,"never had one before
.what? a room to yourself?
a white bitch
","['Hair', 'Face', 'Facial expression', 'People', 'Eyebrow', 'Forehead', 'Hairstyle', 'Chin', 'Cheek', 'Smile']","['Person', 'Person', 'Person', 'Person', 'Person', 'Top', 'Clothing']"
892,08657.png,"Tereandri
Ichide
","['Text', 'Font', 'Photo caption']","['Person', 'Person', 'Bag', 'Luggage & bags', 'Bag', 'Hat']"
893,08671.png,"scientist have found that caucasians
ANDARD RED
APSULE
Medicine Ma
ken Wth Or
Pout Food
CPORTANT Fah
Men
dcaton Us
whe Directe
yFrescriber
SH HERE
TOLOCK
share 99.9% dna with us
.... ...
","['Product', 'Pharmaceutical drug', 'Medical', 'Medicine', 'Prescription drug', 'Service', 'Health care', 'Pill', 'Plastic bottle', 'Plastic']","['Packaged goods', 'Packaged goods', 'Packaged goods', 'Packaged goods', 'Packaged goods']"
