,index,Image_id,Hate_label,FB_text,google_raw_text,label_list,object_list,Semi_cleaned_text,Sarcasm_label,Category
667,1087,67092.png,0,when your teacher and classmates make fun of you for being bad at math so you decide to teach them 7.62x39,"when your teacher and classmates
make fun of you for being bad at math
so you decide to teach them 7.62x39
","['Yellow', 'Adaptation', 'Human', 'Outerwear', 'Photo caption', 'Photography', 'Street fashion', 'Road', 'Child', 'Vehicle']","['Person', 'Person', 'Clothing', 'Hat']",when your teacher and classmate make fun of you for being bad at math so you decide to teach them a,1,5
668,1089,74658.png,0,whoever photoshopped this is a huge jerk,"whoever photoshopped this
is a huge jerk
","['Facial expression', 'Skin', 'Head', 'Text', 'Hand', 'Human', 'Photo caption', 'Neck', 'Finger', 'Joint']",['Person'],whoever photo shopped this is a huge jerking,1,5
669,1090,67031.png,0,"""you forget to turn off your cooker in time and steam and water everywhere""","""you forget to turn off your cooker in time
and steam and water everywhere""
","['Product', 'Cookware and bakeware']",['Tableware'],you forget to turn off your cookers in time and steam and water everywhere,1,5
670,1091,67810.png,1,why are liberals so angry? its not like republicans can take their slaves away again.,"why are liberals so angry?
its not like republicanS
can take their slaves away again.
","['Forehead', 'Photo caption', 'Suit', 'Magazine', 'Media', 'Event', 'Photography', 'White-collar worker']","['Tie', 'Person']",why is liberals so angriest it not like republicans can take their slaves away again,1,5
671,1094,67938.png,0,i haven't seen a taco this shitty since my wife started wiping back to front,"i haven't seen
a taco this shitty
since my wife started
wiping back to front
","['Photo caption', 'Text', 'Internet meme', 'Font', 'Photography', 'Fictional character']","['Hat', 'Person', 'Person', 'Clothing', 'Hat']",i have not seen a taco this shitty since my wife started wiping back in front,1,5
672,1096,01274.png,0,how you guys think you looks like but when pados wale pandit jee sees you taba renso,"how you guys think you looks like
but when pados wale pandit jee sees you
taba renso
","['Album cover', 'Poster', 'Headgear', 'Movie', 'Knit cap', 'Photo caption', 'Photography', 'Cap', 'Action film']","['Hat', 'Person']",how you guys think you look like but when pad o wale pandit jee see you tab a re a so,1,2
673,1097,17450.png,1,feel that? it used to belong to bruce jenner!,"TUSSA
IVE
feel that? it used to
belong to bruce jenner!
","['Face', 'Forehead', 'Head', 'Eyebrow', 'Nose', 'Cool', 'Hairstyle', 'Chin', 'Photo caption', 'Jaw']","['Person', 'Clothing']",i have felt that it used to belong to bruce jenner,1,5
674,1098,45301.png,0,make america great again,"make america
great again
","['Nose', 'Forehead', 'Cap', 'Poster', 'Headgear', 'Photo caption', 'T-shirt', 'Photography', 'Beanie', 'Jaw']","['Hat', 'Person', 'Overall', 'Person']",make america greats again,0,5
675,1099,74098.png,1,me: *turns the oven to 450 degrees* everyone else at auschwitz:,"me: ""turns the oven
to 450 degrees
everyone else at auschwitz:
","['Cat', 'Whiskers', 'Small to medium-sized cats', 'Felidae', 'Photo caption', 'Aegean cat', 'Snout', 'Domestic short-haired cat', 'Photography', 'Organism']",['Cat'],me turn the oven to degrees everyone else with auschwitz,1,5
676,1101,36420.png,0,cop: please step out of the car me: i'm too fucked up. you get in,"cop: please step
out of the car
me: i'm too fucked
up. you get in.
","['Motor vehicle', 'Police officer', 'Official', 'Police', 'Vehicle', 'Security', 'Law enforcement', 'Car', 'Photo caption', 'Driving']","['Person', 'Belt', 'Tire', 'Person', 'Pants', 'Person', 'Pants', 'Tire', 'Top', 'Car']",cop please step out of the car me i am too fucked up you get in,1,5
677,1105,69013.png,0,i killed a mouse for you.. i'll do anything for you...anything,"I killed a mouse for you.
Mll do anything for
you.anything.
","['Cat', 'Felidae', 'Small to medium-sized cats', 'Whiskers', 'Photo caption', 'Text', 'Font', 'Domestic short-haired cat', 'Snout', 'Siberian']",['Cat'],i kill a mouse in you mll do anything for you anything,1,5
678,1106,82916.png,0,you're entitled to nothing want it? earn it,"you're entitled to nothing
want it? earn it
","['People', 'Hand', 'Text', 'Human', 'Friendship', 'Finger', 'Adaptation', 'Photo caption', 'Font', 'Love']",['Person'],you be entitled to nothings want it earn it,0,5
679,1107,17652.png,1,absolutely haram absolutely halal,"absolutely haram
absolutely halal
","['Wildlife', 'Adaptation', 'Organism', 'Photography', 'Antelope', 'Photo caption', 'Deer', 'Cow-goat family']","['Swimwear', 'Person', 'Hat', 'Sun hat', 'Animal', 'Animal']",absolutely han is absolutely halal,1,2
680,1109,81976.png,1,"bull shit, the evolved form of ape man","bull shit,
the evolved form of ape man
","['Photo caption', 'Photography', 'Smile', 'Font', 'Happy', 'Moustache']","['Top', 'Person']",bulls shits an evolved form of ape man,1,3
681,1110,39541.png,0,in my country i am forced to keep my mouth shut. here i'm free to talk trash about this country in hopes it changes into a country where i'm forced to keep my mouth shut,"in my country i am forced
to keep my mouth shut.
here i'm free to talk trash about this
country in hopes it changes into a country
where i'm forced to keep my mouth shut.
","['Text', 'Photo caption', 'Font', 'Adaptation', 'Smile', 'Photography', 'Fun', 'Tree', 'Glasses', 'Happy']","['Scarf', 'Glasses', 'Person', 'Top', 'Hat']",in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hope it changes into a country where i am forced to keep my mouth shut,1,4
682,1113,45206.png,0,"anjem choudary wants this removed because he says it insults islam. so i thought fuck it, why not share!","anjem choudary wants this removed
because he says it insults işlam:
so i thought fuck it, why not share!
","['People', 'Community', 'Event', 'Photo caption', 'Crowd', 'Adaptation', 'Team']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Hat']",an jem chou dary want this removed because he said it insult ila m so i thought fuck it why not share,1,2
683,1115,76348.png,1,i like my refugees like i like my pasta limp and floating in water,"i like my refugees
like i like my pasta
limp and floating in water
","['Food', 'Dish', 'Ingredient', 'Cuisine', 'Recipe', 'Comfort food', 'Drink', 'Soup', 'Produce']","['Packaged goods', 'Tableware', 'Packaged goods']",i like my refugee like i like my pasta limping and floating in water,1,5
684,1117,71294.png,0,laughs in 52% of us crime rate,"laughs in 52% of us crime rate
","['Motor vehicle', 'Vehicle', 'Crew', 'Team']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Clothing']",laughing to on u crime rate,0,5
685,1118,09572.png,1,"all men are animals baby, some just make better pets than others","all men are animals baby,
some just make better pets than others
","['Common chimpanzee', 'Photo caption', 'Primate', 'Forehead', 'Human', 'Snout', 'Photography', 'Humour', 'Glasses', 'Internet meme']","['Glasses', 'Animal', 'Tie']",all men are animals babies some just make better pets than others,1,1
686,1120,75430.png,0,when you're going 90 mph in a school zone and the pre-schoolers are crossing the street this is where the fun begins,"when you're going 90 mph in a
school zone and the pre-schoolers
are crossing the street
this is where the fun begins.
","['Forehead', 'Chin', 'Photo caption', 'Magazine', 'Photography', 'Internet meme', 'Fictional character', 'Media']","['Person', 'Clothing']",when you are going mph in a school zone and a preschoolers is crossing the street this is where the fun begins,1,5
687,1121,67504.png,0,that moment you realize if you turn your head you're a dead man,"that moment you realize if you
turn your head
SYI
TH YONE
you're a dead man
","['Social group', 'Product', 'Photo caption', 'Youth', 'Team', 'Event', 'Fun', 'Font', 'Photography', 'Internet meme']","['Person', 'Person', 'Person', 'Person', 'Person', 'Scarf', 'Person', 'Person', 'Pants', 'Outerwear']",that moment you realize if you turn your head thy one you are a dead man,1,5
688,1122,70294.png,1,men that say they don't like a big fat booty probably prefer a big fat cock,"men that say they don't like
a big fat booty-
probably prefer a big fat cock
","['Strength training', 'Arm', 'Physical fitness', 'Weight training', 'Leg', 'Joint', 'Thigh', 'Photo caption', 'Circuit training', 'Shoulder']","['Person', 'Skirt', 'Person', 'Top']",men that say they do not like a big fat booty probably prefer a big fat cock,1,5
689,1123,36751.png,0,and then he said that he could only 6 burgers,"and then he said that
he could only 6 burgers
","['People', 'Community', 'Photo caption', 'Youth', 'Event', 'Tree', 'Adaptation', 'Internet meme', 'Photography', 'Team']","['Person', 'Person', 'Person', 'Hat', 'Glasses', 'Sun hat', 'Person', 'Tie', 'Person', 'Person']",and then he said that he could only burger,0,5
690,1124,72698.png,1,"that's right canada! we used your tax dollars to purchase the pipeline so it would never get built!"". the destruction of canada is the plan, just ask our boss!"" who could imagine well done! that canadians are that stupid?","that's right canada! we used your tax dollars
to purchase the pipeline so it would never get
built!"". the destruction of canada is the plan,
just ask our boss!""
well done! who could imagine
that canadians are that stupid?
","['Photo caption', 'Internet meme', 'Text', 'Forehead', 'Media', 'Font', 'Photography']","['Bowtie', 'Person', 'Person', 'Tie']",that is right canada we used your tax dollars to purchase the pipeline so it would never get built the destruction of canada is the plan just ask our bros well done who could imagine that canadian are that stupider,1,4
691,1125,04619.png,1,"the most popular, but least talked about, white trash barbie! kids b like ""not my fault you didn't pay the cable!""","the most popular, but least
talked about, white trash barbie!
kids b like not my fault
you didn't pay the cable!""
","['Photo caption', 'Leg', 'Photography', 'Happy']","['Tap', 'Person']",the most popular but least talked about white trash barbie kid b like not my fault you did not pay the cable,1,3
692,1126,46270.png,1,gets mad about film portraying muslims as murderous savages responds by being a murdering savage,"gets mad abouLfilm portraying
muslims as murderous savages
responds by being a murdering savage
","['People', 'Dastar', 'Turban', 'Photo caption', 'Event', 'Headgear', 'Smile']","['Person', 'Person', 'Person', 'Hat', 'Hat', 'Hat', 'Person', 'Person', 'Scarf', 'Person']",get maddest aboul film portraying muslim a murderous savages responds to being a murdering savage,1,2
693,1127,81946.png,0,"""stupid bitch"" is not a race","""stupid-bitch
U.S. H
EO
is not a race
HOUSE
S.HO
","['Youth', 'Event', 'Fun', 'Photo caption']","['Person', 'Person', 'Person', 'Person', 'Hat', 'Coat', 'Outerwear', 'Top', 'Flag', 'Flag']",stupidest bitches u s he i is not a race house,0,3
694,1130,14092.png,0,pineapple on pizza in front of a confederate flag let's see how many people we can get pissed off,"pineapple on pizza in
front of a confederate flag.
let's see how many people
we can get pissed off
","['Food', 'Dish', 'Cuisine', 'Ingredient', 'Comfort food', 'Junk food', 'Recipe', 'Pizza cheese', 'Fast food', 'American food']",['Food'],pineapples on pizza in front of a confederate flag let us see how many people we can get pissed off,1,5
695,1131,43759.png,0,"let me make this clear: if you are on my friends list, you are my friend. i do not copy and paste your post to prove i pay attention to you if you need attention that bad, i suggest a puppy","let me make this clear: if you are on my
friends list, you are my friend. i do not copy
and paste your post to prove i pay attention to you
if you need attention that
bad, i suggest a puppy.
","['Cat', 'Whiskers', 'Small to medium-sized cats', 'Felidae', 'Facial expression', 'Photo caption', 'European shorthair', 'Domestic short-haired cat', 'Wild cat', 'Tabby cat']",['Cat'],let me make this clear if you are on my friend list you are my friend i do not copy and paste your post to prove i pay attention to you if you need attention that bad i suggest a puppy,1,5
696,1132,42156.png,0,when you're on your way to worship allah but you forgot your prayer rug,"when you're on your way to worship allah
but you forgot your prayer rug
","['Photo caption', 'Forehead', 'Photography', 'Font', 'Advertising', 'Internet meme', 'T-shirt']","['Person', 'Hat']",when you are on your way to worshipping allah but you forgot your prayer rug,1,2
697,1133,35786.png,0,get your fucking hawns aff ma willy,"get your
fucking hawns
aff ma willy
","['Face', 'Child', 'Nose', 'Facial expression', 'Skin', 'Cheek', 'Text', 'Photo caption', 'Head', 'Chin']",['Person'],got your fucking haws n aff ma willy,0,5
698,1135,02971.png,1,what do you get when you cross harvey price with a pritt stick? a sticky black spastic,"what do you get when you crosS
harvey price with a pritt stick?
PIGE
AMPTO
ROSPIC
a sticky black spastic
mitre
","['Player', 'Competition event', 'Photo caption', 'Championship', 'Team sport', 'Grass', 'Tournament', 'Sports equipment', 'Sport venue', 'Sports']","['Football', 'Pants', 'Person', 'Shoe', 'Pants', 'Person', 'Shoe', 'Person', 'Person', 'Shoe']",what do you get when you cross harvey price in apr it t stick pig e amp to spica sticky black spastic mitre,1,5
699,1136,76489.png,0,been talking shit about trump since day one now crying like bitches after getting called out,"been talking shit about trump since day one
U.S.
E O
now crying like bitches
after getting called out.
S.HO
HOUSE
HO
","['People', 'Youth', 'Community', 'Photo caption', 'Event', 'Media', 'Team', 'Banner', 'World']","['Person', 'Person', 'Hat', 'Person', 'Person', 'Person', 'Outerwear', 'Top', 'Coat', 'Hat']",been talking shit about trumps since day one now crying like bitches after getting called out,1,5
700,1139,12839.png,0,"am i allowed to watch excuse me, miss? the cowboys game here? of course, sir. it is 2019. you're allowed to be gay anywhere","excuse me, miss? am iallowed to watch
the cowboys game here?
of course, sir. it is 2019.
you're allowed to be gay anywhere.
","['Photo caption', 'T-shirt', 'Jeans', 'Arm', 'Muscle', 'Waist', 'Hand', 'Hip', 'Photography', 'Denim']","['Jeans', 'Top', 'Top', 'Person', 'Person', 'Pants', 'Top']",excuse me miss am i allowed to watch the cowboys game here of course sirs it is you are allowed to be gay anywhere,1,1
